OverviewPage,DateStart,Date,Region,Country,EventType,League,DateStart__precision,Date__precision
LDL/2024 Season/Grand Finals,2024-07-18,2024-08-09,China,China,Offline,LoL Development League,1,1
LDL/2024 Season/Placements,2024-01-27,2024-02-03,China,China,Online,LoL Development League,1,1
LDL/2024 Season/Replacements 1,2024-03-23,2024-03-28,China,China,Offline,LoL Development League,1,1
LDL/2024 Season/Replacements 2,2024-05-24,2024-05-29,China,China,Offline,LoL Development League,1,1
LDL/2024 Season/Split 1,2024-02-21,2024-03-20,China,China,Offline,LoL Development League,1,1
LDL/2024 Season/Split 1 Playoffs,2024-03-30,2024-04-04,China,China,Offline,LoL Development League,1,1
LDL/2024 Season/Split 2,2024-04-24,2024-05-21,China,China,Offline,LoL Development League,1,1
LDL/2024 Season/Split 2 Playoffs,2024-05-31,2024-06-05,China,China,Offline,LoL Development League,1,1
LDL/2024 Season/Split 3,2024-06-19,2024-07-16,China,China,Offline,LoL Development League,1,1
LDLC Nashor's Trophy,2012-06-13,2012-06-23,Europe,France,Offline,LDLC Nashor's Trophy,1,1
League Championship Denmark/2017 Season/Autumn Playoffs,2017-12-16,2017-12-17,Europe,Denmark,Online,League Championship Denmark,1,1
League Championship Denmark/2017 Season/Autumn Season,2017-09-03,2017-12-06,Europe,Denmark,Online,League Championship Denmark,1,1
League Championship Denmark/2018 Season/Autumn Playoffs,2018-10-06,2018-10-07,Europe,Denmark,Online,League Championship Denmark,1,1
League Championship Denmark/2018 Season/Autumn Promotion,2018-06-12,2018-06-14,Europe,Denmark,Online,League Championship Denmark,1,1
League Championship Denmark/2018 Season/Autumn Season,2018-08-12,2018-09-26,Europe,Denmark,Online,League Championship Denmark,1,1
League Championship Denmark/2018 Season/Spring Playoffs,2018-06-09,2018-06-10,Europe,Denmark,Online,League Championship Denmark,1,1
League Championship Denmark/2018 Season/Spring Season,2018-02-18,2018-05-30,Europe,Denmark,Online,League Championship Denmark,1,1
League Championship Denmark/2018 Season/Winter Playoffs,2018-12-15,2018-12-16,Europe,Denmark,Online,League Championship Denmark,1,1
League Championship Denmark/2018 Season/Winter Promotion,2018-09-30,2018-09-30,Europe,Denmark,Online,League Championship Denmark,1,1
League Championship Denmark/2018 Season/Winter Season,2018-10-28,2018-12-11,Europe,Denmark,Online,League Championship Denmark,1,1
League Championship Denmark/2019 Season/Autumn Playoffs,2019-09-21,2019-09-28,Europe,Denmark,Online,League Championship Denmark,1,1
League Championship Denmark/2019 Season/Autumn Promotion,2019-06-30,2019-06-30,Europe,Denmark,Online,League Championship Denmark,1,1
League Championship Denmark/2019 Season/Autumn Season,2019-08-04,2019-09-19,Europe,Denmark,Online,League Championship Denmark,1,1
League Championship Denmark/2019 Season/Spring Playoffs,2019-03-30,2019-03-31,Europe,Denmark,Online,League Championship Denmark,1,1
League Championship Denmark/2019 Season/Spring Season,2019-02-03,2019-03-27,Europe,Denmark,Online,League Championship Denmark,1,1
League Championship Denmark/2019 Season/Summer Playoffs,2019-06-13,2019-06-15,Europe,Denmark,Online,League Championship Denmark,1,1
League Championship Denmark/2019 Season/Summer Promotion,2019-03-31,2019-03-31,Europe,Denmark,Online,League Championship Denmark,1,1
League Championship Denmark/2019 Season/Summer Season,2019-04-28,2019-06-11,Europe,Denmark,Online,League Championship Denmark,1,1
League Championship Denmark/2019 Season/Winter Playoffs,2019-12-12,2019-12-14,Europe,Denmark,Online,League Championship Denmark,1,1
League Championship Denmark/2019 Season/Winter Promotion,2019-09-30,2019-09-30,Europe,Denmark,Online,League Championship Denmark,1,1
League Championship Denmark/2019 Season/Winter Season,2019-10-27,2019-12-10,Europe,Denmark,Online,League Championship Denmark,1,1
League Championship Denmark/2020 Season/Spring Season,2020-01-26,2020-03-17,Europe,Denmark,Online,League Championship Denmark,1,1
League Championship Denmark/2023 Season/Autumn Playoffs,2023-10-05,2023-11-04,EMEA,Denmark,Online,League Championship Denmark,1,1
League Championship Denmark/2023 Season/Autumn Season,2023-08-31,2023-09-28,EMEA,Denmark,Online,League Championship Denmark,1,1
League Championship Denmark/2024 Season/Spring Playoffs,2024-04-19,2024-04-20,EMEA,Denmark,Online,League Championship Denmark,1,1
League Championship Denmark/2024 Season/Spring Season,2024-01-30,2024-04-09,EMEA,Denmark,Online,League Championship Denmark,1,1
League Championship Denmark/2024 Season/Summer Season,2024-07-25,2024-10-24,EMEA,Denmark,Online,League Championship Denmark,1,1
League Epitech Lyon 3,2021-11-13,2021-11-14,Europe,France,Offline,League Epitech Lyon,1,1
League Epitech Lyon 4,2022-05-14,2022-05-15,Europe,France,Offline,,1,1
League Greek Championship/Season 1,2016-11-20,2017-01-16,Europe,Greece,Online,League of Legends Greek Championship,1,1
League Greek Championship/Season 1 Playoffs,2017-01-21,2017-01-21,Europe,Greece,Online/Offline,League of Legends Greek Championship,1,1
League Greek Championship/Season 2,2017-04-01,2017-06-18,Europe,Greece,Online,League of Legends Greek Championship,1,1
League Greek Championship/Season 2 Playoffs,2017-06-27,2017-07-06,Europe,Greece,Online/Offline,League of Legends Greek Championship,1,1
League Greek Championship/Season 2 Qualification,2017-03-18,2017-03-26,Europe,Greece,Online/Offline,League of Legends Greek Championship,1,1
League Greek Championship/Season 3,2017-11-18,2018-01-17,Europe,Greece,Online,League of Legends Greek Championship,1,1
League Greek Championship/Season 3 Playoffs,2018-01-20,2018-02-04,Europe,Greece,Online/Offline,League of Legends Greek Championship,1,1
League Greek Championship/Season 3 Qualification,2017-10-27,2017-10-31,Europe,Greece,Online/Offline,League of Legends Greek Championship,1,1
League Greek Championship/Season 4,2018-06-24,2018-07-30,Europe,Greece,Online,League of Legends Greek Championship,1,1
League Greek Championship/Season 4 Playoffs,2018-08-02,2018-09-09,Europe,Greece,Online/Offline,League of Legends Greek Championship,1,1
League Greek Championship/Season 4 Qualification,2018-06-20,2018-06-22,Europe,,Online,League of Legends Greek Championship,1,1
League of Champions,,,Europe,,Online,,,
League of Champions/July,2012-07-18,2012-07-19,Europe,,Monthly Online,MMO Champions,1,1
League of Champions/June,2012-06-14,2012-06-14,Europe,,Online,MMO Champions,1,1
League of Esports/Season 2,2021-09-23,2021-11-15,Europe,Poland,Online,League of Esports,1,1
League of Esports/Season 2 Playoffs,2021-12-02,2021-12-18,Europe,Poland,Online,League of Esports,1,1
League of Legends 2011 Winter Brawl,2011-12-15,2011-12-18,North America,,Online,,1,1
League of Legends Arcade Cup Thailand 2020,2020-06-24,2020-07-05,SEA,Thailand,,Garena,1,1
League of Legends Australia/New Zealand Challenge,2013-12-14,2013-12-15,Oceania,,Online,,1,1
League of Legends Battlegrounds EU Fall 2012,,2012-11-08,Europe,,,,,1
League of Legends Battlegrounds EU Winter 2012,,2013-02-14,Europe,,,,,1
League of Legends Caster &amp; Host Championship 2022,2022-11-12,2022-11-26,China,China,Online/Offline(Playoffs),League of Legends Caster &amp; Host Championship,1,1
League of Legends Caster &amp; Host Championship 2023,2023-08-26,2023-09-16,China,China,Online/Offline(Playoffs),League of Legends Caster &amp; Host Championship,1,1
League of Legends Caster &amp; Host Championship 2024,2024-09-06,2024-09-22,China,China,Online/Offline(Playoffs),League of Legends Caster &amp; Host Championship,1,1
League of Legends Cobra Tournament,,,SEA,Thailand,Online,,,
League of Legends CyAC Tournament 3,,2015-01-10,Japan,Japan,,,,1
League of Legends Death Adder Tournament,,2012-11-24,SEA,Thailand,Online,,,1
League of Legends Dell Gaming Championship 2019,2019-07-01,2019-07-20,SEA,Thailand,Online&amp;Offline,Dell Gaming Championship,1,1
League of Legends Dell Gaming Championship Vietnam 2020,2020-06-07,2020-06-07,Vietnam,Vietnam,Online &amp; Offline,Dell Gaming Championship,1,1
League of Legends Dell Gaming Championship Vietnam 2020/Group/Northern,2020-04-24,2020-04-26,Vietnam,Vietnam,Online,Dell Gaming Championship,1,1
League of Legends Dell Gaming Championship Vietnam 2020/Group/Southeast,2020-04-14,2020-04-22,Vietnam,Vietnam,Online,Dell Gaming Championship,1,1
League of Legends Greek League/2019 Season/Spring Playoffs,2019-04-06,2019-04-07,Europe,Greece,,League of Legends Greek League,1,1
League of Legends Greek League/2019 Season/Spring Qualifiers,2019-02-24,2019-02-24,Europe,Greece,,League of Legends Greek League,1,1
League of Legends Greek League/2019 Season/Spring Qualifiers/Open Qualifier,2019-02-23,2019-02-23,Europe,Greece,,League of Legends Greek League,1,1
League of Legends Greek League/2019 Season/Spring Season,2019-03-04,2019-03-25,Europe,Greece,,League of Legends Greek League,1,1
League of Legends International College Cup/2016 Season,2016-11-11,2016-11-13,Asia,Taiwan,Offline,Lol International Collegiate Championship,1,1
League of Legends International College Cup/2017 Season,2017-07-13,2017-07-16,International,China,Offline,Lol International Collegiate Championship,1,1
League of Legends International College Cup/2018 Season,2018-08-16,2018-08-19,International,China,Offline,Lol International Collegiate Championship,1,1
League of Legends International College Cup/2019 Season,2019-07-25,2019-07-28,International,Hong Kong,Offline,LoL International College Cup,1,1
League of Legends Krait Tournament,2012-08-23,2012-08-24,SEA,Thailand,Online,,1,1
League of Legends Mamba Tournament,,2012-12-21,SEA,Thailand,Online,,,1
League of Legends Master Series,,,LMS,Taiwan,Offline,,,
League of Legends Online Game Competition,,,LMS,,,unknown,,
League of Legends School Championship/2020 Season/Regular Season,2019-10-02,2020-01-09,PCS,Taiwan,Offline,League of Legends School Championship,1,1
League of Legends School Championship/Season 1/Playoffs,2018-07-12,2018-08-01,LMS,Taiwan,Offline,League of Legends School Championship,1,1
League of Legends School Championship/Season 1/Regular Season,2018-03-19,2018-06-14,LMS,Taiwan,Offline,League of Legends School Championship,1,1
League of Legends School Championship/Season 4/Summer Playoffs,2021-07-26,2021-07-30,Asia Pacific,Taiwan,Offline,League of Legends School Championship,1,1
League of Legends School Championship/Season 4/Summer Promotion,2021-08-02,2021-08-03,PCS,Taiwan,Offline,League of Legends School Championship,1,1
League of Legends School Championship/Season 4/Summer Season,2021-04-26,2021-05-13,Asia Pacific,Taiwan,Offline,League of Legends School Championship,1,1
League of Legends School Championship/Season 5/Summer Playoffs,2022-07-12,2022-07-28,PCS,Taiwan,Offline,League of Legends School Championship,1,1
League of Legends School Championship/Season 5/Summer Promotion,2022-07-04,2022-07-05,Asia Pacific,Taiwan,Offline,League of Legends School Championship,1,1
League of Legends School Championship/Season 5/Summer Season,2022-04-25,2022-06-21,Asia Pacific,Taiwan,Offline,League of Legends School Championship,1,1
League of Legends School Championship/Season 5/Summer Season,2022-04-25,2022-06-21,PCS,Taiwan,Offline,League of Legends School Championship,1,1
League of Legends School Championship/Season 5/Winter Playoffs,2022-01-07,2022-01-08,PCS,Taiwan,Offline,League of Legends School Championship,1,1
League of Legends School Championship/Season 5/Winter Promotion,2022-01-17,2022-01-18,Asia Pacific,Taiwan,Offline,League of Legends School Championship,1,1
League of Legends School Championship/Season 5/Winter Promotion,2022-01-17,2022-01-18,PCS,Taiwan,Offline,League of Legends School Championship,1,1
League of Legends School Championship/Season 5/Winter Season,2021-10-25,2021-12-23,Asia Pacific,Taiwan,Offline,League of Legends School Championship,1,1
League of Legends School Championship/Season 6/Summer Playoffs,2023-07-13,2023-07-27,PCS,Taiwan,Offline,League of Legends School Championship,1,1
League of Legends School Championship/Season 6/Summer Promotion,2023-07-06,2023-07-07,PCS,Taiwan,Offline,League of Legends School Championship,1,1
League of Legends School Championship/Season 6/Summer Season,2023-04-12,2023-06-08,PCS,Taiwan,Offline,League of Legends School Championship,1,1
League of Legends School Championship/Season 6/Winter Playoffs,2023-01-06,2023-01-13,PCS,Taiwan,Offline,League of Legends School Championship,1,1
League of Legends School Championship/Season 6/Winter Promotion,2023-01-04,2023-01-05,PCS,Taiwan,Offline,League of Legends School Championship,1,1
League of Legends School Championship/Season 6/Winter Season,2022-11-01,2022-12-29,PCS,Taiwan,Offline,League of Legends School Championship,1,1
League of Legends Vipers Tournament,,,SEA,Thailand,Online,,,
League of Origin 2017,2017-06-03,2017-06-04,Oceania,Australia,Offline,League of Origin,1,1
League of Origin 2018,2018-11-09,2018-11-17,Oceania,Australia,Offline,League of Origin,1,1
League of Qazaq Cybersport Federation,2019-09-12,2019-09-15,CIS,Kazakhstan,,Qazaq Cybersport Federation,1,1
League of Schools/Season 1,2018-03-13,2018-05-03,Europe,,,League of Schools,1,1
League of Schools/Season 2,2018-10-02,2018-12-03,Europe,,,League of Schools,1,1
League of Schools/Season 3,2019-10-27,2019-11-13,Europe,,,League of Schools,1,1
League of Sharks Spring 2015,2015-04-25,2015-04-26,Europe,Denmark,,League of Sharks,1,1
League of Sharks Spring 2016,2016-04-09,2016-04-10,Europe,Denmark,,League of Sharks,1,1
League of Sharks Summer 2016,2016-06-04,2016-06-05,Europe,Denmark,,League of Sharks,1,1
League One European Cup,2015-04-14,2015-06-18,Europe,,Online,League One,1,1
League One North American Cup,2015-04-18,2015-06-29,North America,,Online,League One,1,1
League One Powered by D!ngIt,2015-03-09,2015-04-10,North America,North America,Online,League One,1,1
League University Cup 2014 - Hong Kong and Macau Regional,2014-04-26,2014-04-28,SEA,Hong Kong,Online/Offline,League University Cup,1,1
Leaguecraft ggClassic,2012-03-17,2012-04-01,North America,United States,Online,Leaguecraft ggClassic,1,1
Leaguecraft ggClassic Presented by Arqade,2012-07-14,2012-07-22,North America,,Online,Leaguecraft ggClassic,1,1
Leaguepedia NA Invitational,2012-06-30,2012-07-01,North America,,Online,Leaguepedia,1,1
Leagues.gg Winter Showdown Denmark/2021 Season/Group Stage,2021-09-28,2021-11-12,Europe,Denmark,,Leagues.gg Winter Showdown,1,1
Leagues.gg Winter Showdown Denmark/2021 Season/Playoffs,2021-11-21,2021-12-12,Europe,Denmark,,Leagues.gg Winter Showdown,1,1
Leagues.gg Winter Showdown Denmark/2021 Season/Seeding Tournament,2021-09-25,2021-09-25,Europe,Denmark,,Leagues.gg Winter Showdown,1,1
Leagues.gg Winter Showdown Finland/2021 Season/Group Stage,2021-09-27,2021-11-18,Europe,Finland,,Leagues.gg Winter Showdown,1,1
Leagues.gg Winter Showdown Finland/2021 Season/Playoffs,2021-11-20,2021-12-12,Europe,Finland,,Leagues.gg Winter Showdown,1,1
Leagues.gg Winter Showdown Finland/2021 Season/Seeding Tournament,2021-09-25,2021-09-25,Europe,Finland,,Leagues.gg Winter Showdown,1,1
Leagues.gg Winter Showdown Norway/2021 Season/Group Stage,2021-09-29,2021-11-12,Europe,Norway,,Leagues.gg Winter Showdown,1,1
Leagues.gg Winter Showdown Norway/2021 Season/Playoffs,2021-11-23,2021-12-12,Europe,Norway,,Leagues.gg Winter Showdown,1,1
Leagues.gg Winter Showdown Norway/2021 Season/Seeding Tournament,2021-09-25,2021-09-25,Europe,Norway,,Leagues.gg Winter Showdown,1,1
Leagues.gg Winter Showdown Sweden/2021 Season/Group Stage,2021-10-02,2021-11-16,Europe,Sweden,,Leagues.gg Winter Showdown,1,1
Leagues.gg Winter Showdown Sweden/2021 Season/Playoffs,2021-11-20,2021-12-11,Europe,Sweden,,Leagues.gg Winter Showdown,1,1
Leagues.gg Winter Showdown Sweden/2021 Season/Seeding Tournament,2021-09-25,2021-09-25,Europe,Sweden,,Leagues.gg Winter Showdown,1,1
Leagues.gg Winter Showdown United Kingdom/2021 Season/Group Stage,2021-10-02,2021-11-13,Europe,United Kingdom,,Leagues.gg Winter Showdown,1,1
Leagues.gg Winter Showdown United Kingdom/2021 Season/Playoffs,2021-11-24,2021-12-11,Europe,United Kingdom,,Leagues.gg Winter Showdown,1,1
LEC/2019 Season/Regional Finals,2019-09-13,2019-09-15,Europe,Germany,Offline,World Championship,1,1
LEC/2019 Season/Spring Playoffs,2019-03-29,2019-04-14,Europe,,Offline,LoL EMEA Championship,1,1
LEC/2019 Season/Spring Season,2019-01-18,2019-03-16,Europe,Germany,Offline,LoL EMEA Championship,1,1
LEC/2019 Season/Summer Playoffs,2019-08-23,2019-09-08,Europe,,Offline,LoL EMEA Championship,1,1
LEC/2019 Season/Summer Season,2019-06-07,2019-08-17,Europe,Germany,Offline,LoL EMEA Championship,1,1
LEC/2020 Season/Spring Playoffs,2020-04-03,2020-04-19,Europe,Germany,Online,LoL EMEA Championship,1,1
LEC/2020 Season/Spring Season,2020-01-24,2020-03-28,Europe,Germany,Offline/Online,LoL EMEA Championship,1,1
LEC/2020 Season/Summer Playoffs,2020-08-21,2020-09-06,Europe,,Online,LoL EMEA Championship,1,1
LEC/2020 Season/Summer Season,2020-06-12,2020-08-09,Europe,Germany,Online,LoL EMEA Championship,1,1
LEC/2021 Season/Spring Playoffs,2021-03-26,2021-04-11,Europe,Germany,Offline,LoL EMEA Championship,1,1
LEC/2021 Season/Spring Season,2021-01-22,2021-03-14,Europe,Germany,Online,LoL EMEA Championship,1,1
LEC/2021 Season/Summer Playoffs,2021-08-13,2021-08-29,Europe,Germany,,LoL EMEA Championship,1,1
LEC/2021 Season/Summer Season,2021-06-11,2021-08-01,Europe,Germany,Online/Offline,LoL EMEA Championship,1,1
LEC/2022 Season/Spring Playoffs,2022-03-25,2022-04-10,Europe,Germany,,LoL EMEA Championship,1,1
LEC/2022 Season/Spring Season,2022-01-14,2022-03-06,Europe,Germany,Online,LoL EMEA Championship,1,1
LEC/2022 Season/Summer Playoffs,2022-08-26,2022-09-11,Europe,,Online/Offline,LoL EMEA Championship,1,1
LEC/2022 Season/Summer Season,2022-06-17,2022-08-14,Europe,Germany,Offline,LoL EMEA Championship,1,1
LEC/2023 Season/Season Finals,2023-08-19,2023-09-10,EMEA,,Offline,LoL EMEA Championship,1,1
LEC/2023 Season/Spring Groups,2023-04-08,2023-04-16,EMEA,Germany,Offline,LoL EMEA Championship,1,1
LEC/2023 Season/Spring Playoffs,2023-04-17,2023-04-23,EMEA,Germany,Offline,LoL EMEA Championship,1,1
LEC/2023 Season/Spring Season,2023-03-11,2023-03-27,EMEA,Germany,Offline,LoL EMEA Championship,1,1
LEC/2023 Season/Summer Groups,2023-07-15,2023-07-23,EMEA,Germany,Offline,LoL EMEA Championship,1,1
LEC/2023 Season/Summer Playoffs,2023-07-24,2023-07-30,EMEA,Germany,Offline,LoL EMEA Championship,1,1
LEC/2023 Season/Summer Season,2023-06-17,2023-07-03,EMEA,Germany,Offline,LoL EMEA Championship,1,1
LEC/2023 Season/Winter Groups,2023-02-11,2023-02-19,EMEA,Germany,Offline,LoL EMEA Championship,1,1
LEC/2023 Season/Winter Playoffs,2023-02-20,2023-02-26,EMEA,Germany,Offline,LoL EMEA Championship,1,1
LEC/2023 Season/Winter Season,2023-01-21,2023-02-06,EMEA,Germany,Offline,LoL EMEA Championship,1,1
LEC/2024 Season/Season Finals,2024-08-10,2024-09-01,EMEA,,Offline,LoL EMEA Championship,1,1
LEC/2024 Season/Spring Playoffs,2024-03-30,2024-04-14,EMEA,Germany,Offline,LoL EMEA Championship,1,1
LEC/2024 Season/Spring Season,2024-03-09,2024-03-25,EMEA,Germany,Offline,LoL EMEA Championship,1,1
LEC/2024 Season/Summer Playoffs,2024-07-12,2024-07-28,EMEA,Germany,Offline,LoL EMEA Championship,1,1
LEC/2024 Season/Summer Season,2024-06-08,2024-06-30,EMEA,Germany,Offline,LoL EMEA Championship,1,1
LEC/2024 Season/Winter Playoffs,2024-02-03,2024-02-18,EMEA,Germany,Offline,LoL EMEA Championship,1,1
LEC/2024 Season/Winter Season,2024-01-13,2024-01-29,EMEA,Germany,Offline,LoL EMEA Championship,1,1
Lega Prima/Season 1,2016-09-30,2017-03-07,Europe,Italy,Online,Lega Prima,1,1
Lega Prima/Season 1 Playoffs,2017-03-13,2017-04-08,Europe,Italy,Online/Offline,Lega Prima,1,1
Lega Prima/Season 2,2017-05-08,2017-07-25,Europe,Italy,Online,Lega Prima,1,1
Lega Prima/Season 2 Playoffs,2017-08-28,2017-10-08,Europe,Italy,Online/Offline,Lega Prima,1,1
Lega Prima/Season 2 Promotion,2017-04-18,2017-04-24,Europe,Italy,Online/Offline,Lega Prima,1,1
Lega Prima/Season 2 Promotion/Qualifier,2017-03-09,2017-03-26,Europe,Italy,Online/Offline,Lega Prima,1,1
Lega Prima/Season 3,2017-12-04,2018-03-13,Europe,Italy,Online,Lega Prima,1,1
Lega Prima/Season 3 Playoffs,2018-03-19,2018-04-08,Europe,Italy,Online/Offline,Lega Prima,1,1
Lega Prima/Season 3 Promotion,2017-09-04,2017-09-06,Europe,Italy,Online,Lega Prima,1,1
Lega Prima/Season 4 Promotion,2018-03-25,2018-03-28,Europe,Italy,Online,Lega Prima,1,1
Lega Seconda/Season 1,2017-05-15,2017-07-20,Europe,Italy,Online/Offline,Lega Seconda,1,1
Lega Seconda/Season 1 Playoffs,2017-08-29,2017-08-29,Europe,Italy,Online,Lega Seconda,1,1
Lega Seconda/Season 2,2017-12-06,2018-03-07,Europe,Italy,Online,Lega Seconda,1,1
Lega Seconda/Season 2 Playoffs,2018-03-14,2018-03-14,Europe,Italy,Online,Lega Seconda,1,1
Lega Seconda/Season 2 Playout,2018-03-15,2018-03-15,Europe,Italy,Online,Lega Seconda,1,1
Lega Seconda/Season 2 Promotion,,,Europe,Italy,Online,Lega Seconda,,
Lega Seconda/Season 2 Promotion/Qualifier,2017-07-06,2017-07-20,Europe,Italy,Online,Lega Seconda,1,1
Lega Seconda/Season 3,2018-07-10,2018-09-05,Europe,Italy,Online,Lega Seconda,1,1
Lega Seconda/Season 3 Playoffs,2018-09-11,2018-09-12,Europe,Italy,Online,Lega Seconda,1,1
Lega Seconda/Season 3 Promotion,2018-03-19,2018-03-27,Europe,Italy,Online,Lega Seconda,1,1
Lega Seconda/Season 3 Promotion/Qualifier,2018-03-05,2018-03-14,Europe,Italy,Online,Lega Seconda,1,1
Legacy Esports vs OPL All-Stars,2020-05-23,2020-05-29,Oceania,Australia,Online,Riot Games,1,1
Legend Cup 2024,2024-05-20,2024-06-16,China,China,Offline/Online,Legend Cup,1,1
Legend of the Poro King Show Match,2014-12-17,2014-12-17,North America,,Offline,,1,1
Legend Series/Season 1/Closed Qualifier,2017-05-23,2017-05-26,Europe,Germany,Online,Legend Series,1,1
Legend Series/Season 1/Main Event,2017-06-17,2017-06-17,Europe,Germany,Online,Legend Series,1,1
Legendary Gaming Easter Cup,,,International,,Online,,,
Legendary Gaming New Year's Cup,2012-02-10,2012-02-12,International,,Online,Legendary Gaming,1,1
Legends Clash/Finals,2023-08-31,2023-08-31,EMEA,Poland,Offline,Legends Clash,1,1
Legends Clash/Team Coca-Cola Qualifier,2023-08-04,2023-08-09,EMEA,Poland,Online,Legends Clash,1,1
Legends Clash/Team Żabka Qualifier,2023-08-04,2023-08-08,EMEA,Poland,Online,Legends Clash,1,1
Legends Cyber Arena 2015/Season 1,2015-01-24,2015-03-08,SEA,,Offline,Legends Cyber Arena,1,1
Legends Weekend League/2020 Season/Open Qualifier 1,2020-05-02,2020-05-03,North America,United States,Online,Scouting Grounds Circuit,1,1
Legends Weekend League/2020 Season/Open Qualifier 2,2020-05-09,2020-05-10,North America,United States,Online,Scouting Grounds Circuit,1,1
Legends Weekend League/2020 Season/Open Qualifier 3,2020-05-16,2020-05-17,North America,United States,Online,Scouting Grounds Circuit,1,1
Legends Weekend League/2020 Season/Open Qualifier 4,2020-05-23,2020-05-24,North America,United States,Online,Scouting Grounds Circuit,1,1
Legends Weekend League/2020 Season/Regular Season,2020-06-06,2020-07-25,North America,United States,Online,Scouting Grounds Circuit,1,1
Legends' Union PRO Arena,2012-07-01,2012-07-01,Brazil,Brazil,,Legends' Union PRO Arena,1,1
Legion Honvéd Series LoL Cup,2019-05-11,2019-05-11,Europe,Hungary,,,1,1
LEL 5,2023-02-11,2023-02-12,EMEA,France,Offline,LEL,1,1
LEL 6,2024-02-17,2024-02-18,EMEA,France,Offline,LEL,1,1
Lemondogs LoL Open,,,Europe,,,,,
Lenovo Legion of Champions Series I,2017-01-15,2017-01-17,SEA,Thailand,Online,Lenovo LOC,1,1
Lenovo Legion of Champions Series III,2019-01-25,2019-01-27,Asia,Thailand,,Lenovo Legion of Champions Series III,1,1
Lenovo Legion of Champions Series III/Hong Kong Macau Qualifier,2018-11-18,2018-12-09,LMS,,Online,loc 3 twhkmc,1,1
Lenovo Legion of Champions Series III/India Qualifier,2018-11-18,2018-12-09,Asia,India,Online,Lenovo Legion of Champions Series III,1,1
Lenovo Legion of Champions Series III/Indonesia Qualifier,2018-11-18,2018-12-09,SEA,Indonesia,Online,Lenovo Legion of Champions Series III,1,1
Lenovo Legion of Champions Series III/Japan Qualifier,2018-11-18,2018-12-09,Japan,Japan,Online,Lenovo Legion of Champions Series III,1,1
Lenovo Legion of Champions Series III/Korea Qualifier,2018-12-25,2018-12-25,Korea,South Korea,Online,Lenovo Legion of Champions Series III,1,1
Lenovo Legion of Champions Series III/Malaysia Qualifier,2018-11-18,2018-12-09,SEA,Malaysia,Online,Lenovo Legion of Champions Series III,1,1
Lenovo Legion of Champions Series III/Philippines Qualifier,2018-11-18,2018-12-09,SEA,Philippines,Online,Lenovo Legion of Champions Series III,1,1
Lenovo Legion of Champions Series III/Singapore Qualifier,2018-11-18,2018-12-09,SEA,Singapore,Online,Lenovo Legion of Champions Series III,1,1
Lenovo Legion of Champions Series III/Taiwan Hong Kong Macau Qualifier,2018-09-22,2018-09-22,LMS,Hong Kong,Online,Lenovo Legion of Champions TWHKMC,1,1
Lenovo Legion of Champions Series III/Taiwan Qualifier,2018-11-18,2018-12-09,LMS,Taiwan,Online,loc 3 twhkmc,1,1
Lenovo Legion of Champions Series III/Thailand Qualifier,2018-11-18,2018-12-09,SEA,Thailand,Online,Lenovo Legion of Champions Series III,1,1
Lenovo Legion of Champions Series III/Vietnam Qualifier,2018-11-18,2018-12-09,Vietnam,Vietnam,Online,Lenovo Legion of Champions Series III,1,1
Lenovo Open 2016 DreamHack Winter,2016-11-25,2016-11-26,Europe,Sweden,Offline,Lenovo Open,1,1
Lenovo Open 2017 DreamHack Summer,2017-05-26,2017-06-17,Europe,Sweden,Online/Offline,Lenovo Open,1,1
Let's Play at Aniventure 2016,2016-09-03,2016-09-04,Europe,Bulgaria,,Let's Play at Aniventure,1,1
Let's Play at Aniventure 2016/Qualifiers,2016-08-13,2016-08-13,Europe,Bulgaria,Online,Let's Play at Aniventure,1,1
Let's Play at Aniventure 2016/Qualifiers/Qualifier 2,2016-08-20,2016-08-20,Europe,Bulgaria,Online,Let's Play at Aniventure,1,1
LevelUp Yourself Tournament,2024-07-07,2024-07-07,Vietnam,Vietnam,,LevelUp Yourself Tournament,1,1
LFL Division 2/2020 Season/Regular Season,2020-01-26,2020-07-26,Europe,France,Online/Offline,La Ligue Française Division 2,1,1
LFL Division 2/2021 Season/Playoffs,2021-08-23,2021-08-26,Europe,France,Online/Offline,La Ligue Française Division 2,1,1
LFL Division 2/2021 Season/Promotion,2021-09-13,2021-09-18,Europe,France,Online/Offline,La Ligue Française Division 2,1,1
LFL Division 2/2021 Season/Spring Season,2021-01-25,2021-04-06,Europe,France,Online/Offline,La Ligue Française Division 2,1,1
LFL Division 2/2021 Season/Summer Season,2021-06-14,2021-08-17,Europe,France,Online/Offline,La Ligue Française Division 2,1,1
LFL Division 2/2022 Season/Spring Playoffs,2022-03-21,2022-04-05,Europe,France,Online,La Ligue Française Division 2,1,1
LFL Division 2/2022 Season/Spring Season,2022-01-17,2022-03-15,Europe,France,Online,La Ligue Française Division 2,1,1
LFL Division 2/2022 Season/Summer Playoffs,2022-08-01,2022-08-16,Europe,France,Online,La Ligue Française Division 2,1,1
LFL Division 2/2022 Season/Summer Season,2022-05-30,2022-07-25,Europe,France,Online,La Ligue Française Division 2,1,1
LFL Division 2/2023 Season/Promotion,2022-09-23,2022-09-28,Europe,France,Online/Offline,La Ligue Française Division 2,1,1
